"","stcd2","cycle","stateabrev","stcd","dem_share","dem_share_imputed","dpres","incumb","winner_dem","uncontested","votes_dem","votes_rep","votes_dem_est","votes_rep_est","chamber"
"703","1970s_3206",1974,"NY","3206",0.667,0.667,37.62,1,1,0,95454.37,47655.63,95454.37,47655.63,"us_house"
"704","1970s_3207",1974,"NY","3207",NA,0.820633833656795,58.59,1,1,1,0,0,63129.9867031022,13798.3388349652,"us_house"
"705","1970s_3208",1974,"NY","3208",0.79,0.79,50.26,1,1,0,80877.04,21498.96,80877.04,21498.96,"us_house"
"706","1970s_3209",1974,"NY","3209",NA,0.669935776878501,29.9,1,1,1,0,0,51922.451307651,25581.17381531,"us_house"
"707","1970s_3210",1974,"NY","3210",NA,0.70541361109322,36.86,1,1,1,0,0,53542.3838464025,22359.7294732211,"us_house"
"708","1970s_3211",1974,"NY","3211",0.836,0.836,48.22,0,1,0,68439.976,13426.024,68439.976,13426.024,"us_house"
"709","1970s_3212",1974,"NY","3212",0.851,0.851,NA,1,1,0,25797.214,4516.786,25797.214,4516.786,"us_house"
"710","1970s_3213",1974,"NY","3213",0.818,0.818,NA,0,1,0,82664.626,18392.374,82664.626,18392.374,"us_house"
"711","1970s_3214",1974,"NY","3214",0.861,0.861,NA,0,1,0,34433.973,5559.027,34433.973,5559.027,"us_house"
"712","1970s_3215",1974,"NY","3215",0.606,0.606,NA,0,1,0,53659.482,34887.518,53659.482,34887.518,"us_house"
"713","1970s_3216",1974,"NY","3216",0.789,0.789,53.79,1,1,0,67535.244,18060.756,67535.244,18060.756,"us_house"
"714","1970s_3217",1974,"NY","3217",0.693,0.693,37.97,1,1,0,69218.226,30663.774,69218.226,30663.774,"us_house"
"715","1970s_3218",1974,"NY","3218",0.803,0.803,58.06,1,1,0,84626.564,20761.436,84626.564,20761.436,"us_house"
"716","1970s_3219",1974,"NY","3219",NA,0.899313017787925,81.37,1,1,1,0,0,51096.8927061268,5720.80224041337,"us_house"
"717","1970s_3220",1974,"NY","3220",0.835,0.835,65.61,1,1,0,71092.735,14048.265,71092.735,14048.265,"us_house"
"718","1970s_3221",1974,"NY","3221",NA,0.904536617153936,79.52,1,1,1,0,0,24430.307557486,2578.33653074819,"us_house"
"719","1970s_3222",1974,"NY","3222",0.904,0.904,60.15,1,1,0,74963.296,7960.704,74963.296,7960.704,"us_house"
"720","1970s_3223",1974,"NY","3223",0.424,0.424,38.69,-1,0,0,56969.488,77392.512,56969.488,77392.512,"us_house"
"721","1970s_3224",1974,"NY","3224",0.578,0.578,39.11,0,1,0,82493.316,60228.684,82493.316,60228.684,"us_house"
"722","1970s_3225",1974,"NY","3225",0.34,0.34,30.04,-1,0,0,53433.04,103722.96,53433.04,103722.96,"us_house"
"723","1970s_3226",1974,"NY","3226",0.416,0.416,32.16,-1,0,0,61271.392,86015.608,61271.392,86015.608,"us_house"
"724","1970s_3227",1974,"NY","3227",0.551,0.551,36.38,0,1,0,85264.495,69480.505,85264.495,69480.505,"us_house"
"725","1970s_3228",1974,"NY","3228",0.822,0.822,42.99,1,1,0,159453.204,34528.796,159453.204,34528.796,"us_house"
"726","1970s_3229",1974,"NY","3229",0.545,0.545,30.11,-1,1,0,98084.74,81887.26,98084.74,81887.26,"us_house"
"727","1970s_3230",1974,"NY","3230",0.45,0.45,33.01,-1,0,0,62903.25,76881.75,62903.25,76881.75,"us_house"
"728","1970s_3231",1974,"NY","3231",0.387,0.387,30.33,-1,0,0,59581.746,94376.254,59581.746,94376.254,"us_house"
"729","1970s_3232",1974,"NY","3232",0.591,0.591,30.33,1,1,0,88673.049,61365.951,88673.049,61365.951,"us_house"
"730","1970s_3233",1974,"NY","3233",0.316,0.316,30.4,-1,0,0,46543.324,100745.676,46543.324,100745.676,"us_house"
"731","1970s_3234",1974,"NY","3234",0.3,0.3,37.27,-1,0,0,46590.6,108711.4,46590.6,108711.4,"us_house"
"732","1970s_3235",1974,"NY","3235",0.411,0.411,34.32,-1,0,0,64916.628,93031.372,64916.628,93031.372,"us_house"
"733","1970s_3236",1974,"NY","3236",0.596,0.596,39.84,0,1,0,88458.32,59961.68,88458.32,59961.68,"us_house"
"734","1970s_3237",1974,"NY","3237",0.753,0.753,57.02,0,1,0,81553.665,26751.335,81553.665,26751.335,"us_house"
"735","1970s_3238",1974,"NY","3238",0.279,0.279,39.17,-1,0,0,48345.957,124937.043,48345.957,124937.043,"us_house"
"736","1970s_3239",1974,"NY","3239",0.381,0.381,33.8,-1,0,0,54686.454,88847.546,54686.454,88847.546,"us_house"
"737","1970s_3501",1974,"OH","3501",0.490581217519878,0.490581217519878,33.94,1,0,0,67685,70284,67685,70284,"us_house"
"738","1970s_3502",1974,"OH","3502",0.466495576013488,0.466495576013488,32.58,-1,0,0,62530,71512,62530,71512,"us_house"
"739","1970s_3503",1974,"OH","3503",NA,0.360290252945891,41.87,-1,0,1,0,0,38737.3523668249,68779.7176901397,"us_house"
"740","1970s_3504",1974,"OH","3504",0.384702310549273,0.384702310549273,29.3,-1,0,0,51065,81674,51065,81674,"us_house"
"741","1970s_3505",1974,"OH","3505",0.374537011055615,0.374537011055615,34.44,-1,0,0,53391,89161,53391,89161,"us_house"
"742","1970s_3506",1974,"OH","3506",0.311798166759999,0.311798166759999,29.63,-1,0,0,42316,93400,42316,93400,"us_house"
"743","1970s_3507",1974,"OH","3507",0.316448280030875,0.316448280030875,32.85,-1,0,0,34028,73503,34028,73503,"us_house"
"744","1970s_3508",1974,"OH","3508",0.472127523295936,0.472127523295936,31.23,0,0,0,45701,51097,45701,51097,"us_house"
"745","1970s_3509",1974,"OH","3509",0.528270984249081,0.528270984249081,50.99,1,1,0,64831,57892,64831,57892,"us_house"
"746","1970s_3510",1974,"OH","3510",0.296337519425427,0.296337519425427,33.07,-1,0,0,42333,100521,42333,100521,"us_house"
"747","1970s_3511",1974,"OH","3511",0.394747027084456,0.394747027084456,38.9,-1,0,0,52017,79756,52017,79756,"us_house"
"748","1970s_3512",1974,"OH","3512",0.49137877200408,0.49137877200408,32.48,-1,0,0,70818,73303,70818,73303,"us_house"
"749","1970s_3513",1974,"OH","3513",0.424534335594211,0.424534335594211,41.01,-1,0,0,53766,72881,53766,72881,"us_house"
"750","1970s_3514",1974,"OH","3514",0.754259880835756,0.754259880835756,49.7,1,1,0,93931,30603,93931,30603,"us_house"
"751","1970s_3515",1974,"OH","3515",0.384963466321605,0.384963466321605,35.3,-1,0,0,49683,79376,49683,79376,"us_house"
"752","1970s_3516",1974,"OH","3516",0.343967828418231,0.343967828418231,35.04,-1,0,0,48754,92986,48754,92986,"us_house"
"753","1970s_3517",1974,"OH","3517",0.472525177172697,0.472525177172697,30.5,-1,0,0,63342,70708,63342,70708,"us_house"
"754","1970s_3518",1974,"OH","3518",0.656211910151489,0.656211910151489,39.36,1,1,0,90447,47385,90447,47385,"us_house"
"755","1970s_3519",1974,"OH","3519",0.7272287470787,0.7272287470787,47.81,1,1,0,97709,36649,97709,36649,"us_house"
"756","1970s_3520",1974,"OH","3520",0.869300575475874,0.869300575475874,48.36,1,1,0,86405,12991,86405,12991,"us_house"
"757","1970s_3521",1974,"OH","3521",0.819526092696824,0.819526092696824,78.55,1,1,0,58969,12986,58969,12986,"us_house"
"758","1970s_3522",1974,"OH","3522",0.786501088959625,0.786501088959625,43.16,1,1,0,112671,30585,112671,30585,"us_house"
"759","1970s_3523",1974,"OH","3523",0.532591764189,0.532591764189,35.14,0,1,0,53338,46810,53338,46810,"us_house"
"760","1970s_3601",1974,"OK","3601",0.678898164120256,0.678898164120256,20.88,1,1,0,88159,41697,88159,41697,"us_house"
"761","1970s_3602",1974,"OK","3602",0.590559641635643,0.590559641635643,26.95,0,1,0,78046,54110,78046,54110,"us_house"
"762","1970s_3603",1974,"OK","3603",NA,0.777150861336403,29.75,1,1,1,0,0,57048.3487885337,16358.696904541,"us_house"
"763","1970s_3604",1974,"OK","3604",NA,0.742219618408501,25.87,1,1,1,0,0,52407.6725242135,18201.7148112874,"us_house"
"764","1970s_3605",1974,"OK","3605",0.516872991310558,0.516872991310558,23.95,1,0,0,52107,48705,52107,48705,"us_house"
"765","1970s_3606",1974,"OK","3606",0.545178164897983,0.545178164897983,20.82,-1,1,0,76392,63731,76392,63731,"us_house"
"766","1970s_3701",1974,"OR","3701",0.560596057258274,0.560596057258274,42.52,0,1,0,114629,89848,114629,89848,"us_house"
"767","1970s_3702",1974,"OR","3702",0.781374027183433,0.781374027183433,39.6,1,1,0,140963,39441,140963,39441,"us_house"
"768","1970s_3703",1974,"OR","3703",0.705077166384905,0.705077166384905,51.87,0,1,0,129290,54080,129290,54080,"us_house"
"769","1970s_3704",1974,"OR","3704",0.528802904676746,0.528802904676746,44.46,-1,1,0,97580,86950,97580,86950,"us_house"
"770","1970s_3801",1974,"PA","3801",0.765130956137583,0.765130956137583,58.25,1,1,0,96988,29772,96988,29772,"us_house"
"771","1970s_3802",1974,"PA","3802",0.740072593849249,0.740072593849249,75.33,1,1,0,75033,26353,75033,26353,"us_house"
"772","1970s_3803",1974,"PA","3803",0.753557539135155,0.753557539135155,53.58,1,1,0,84675,27692,84675,27692,"us_house"
"773","1970s_3804",1974,"PA","3804",0.709757214841961,0.709757214841961,43.51,1,1,0,123952,50688,123952,50688,"us_house"
"774","1970s_3805",1974,"PA","3805",0.404032764427193,0.404032764427193,30.79,0,0,0,56626,83526,56626,83526,"us_house"
"775","1970s_3806",1974,"PA","3806",0.756315846786269,0.756315846786269,36.84,1,1,0,111127,35805,111127,35805,"us_house"
"776","1970s_3807",1974,"PA","3807",0.558496394185858,0.558496394185858,35.55,0,1,0,89680,70894,89680,70894,"us_house"
"777","1970s_3808",1974,"PA","3808",0.421239087667527,0.421239087667527,35.17,-1,0,0,54815,75313,54815,75313,"us_house"
"778","1970s_3809",1974,"PA","3809",0.434836488812392,0.434836488812392,26.01,-1,0,0,56844,73881,56844,73881,"us_house"
"779","1970s_3810",1974,"PA","3810",0.350535458845058,0.350535458845058,35.8,-1,0,0,54401,100793,54401,100793,"us_house"
"780","1970s_3811",1974,"PA","3811",0.745413487620091,0.745413487620091,37.72,1,1,0,111572,38106,111572,38106,"us_house"
"781","1970s_3812",1974,"PA","3812",0.580649571314181,0.580649571314181,36.24,1,1,0,89193,64416,89193,64416,"us_house"
"782","1970s_3813",1974,"PA","3813",0.375165700867326,0.375165700867326,36.46,-1,0,0,59433,98985,59433,98985,"us_house"
"783","1970s_3814",1974,"PA","3814",0.774568732593424,0.774568732593424,52.4,1,1,0,93169,27116,93169,27116,"us_house"
"784","1970s_3815",1974,"PA","3815",NA,0.715903440456642,39.68,1,1,1,0,0,88660.5938645549,35183.7528087931,"us_house"
"785","1970s_3816",1974,"PA","3816",0.355131698455949,0.355131698455949,24.35,-1,0,0,40273,73130,40273,73130,"us_house"
"786","1970s_3817",1974,"PA","3817",0.478872821653689,0.478872821653689,28.8,-1,0,0,64576,70274,64576,70274,"us_house"
"787","1970s_3818",1974,"PA","3818",0.279102449992973,0.279102449992973,37.31,-1,0,0,41706,107723,41706,107723,"us_house"
"788","1970s_3819",1974,"PA","3819",0.480431194311239,0.480431194311239,28.38,0,0,0,61414,66417,61414,66417,"us_house"
"789","1970s_3820",1974,"PA","3820",0.81706535824003,0.81706535824003,43.51,1,1,0,112237,25129,112237,25129,"us_house"
"790","1970s_3821",1974,"PA","3821",0.699468504557928,0.699468504557928,42.37,1,1,0,88701,38111,88701,38111,"us_house"
"791","1970s_3822",1974,"PA","3822",0.667310146777281,0.667310146777281,42.93,1,1,0,83654,41706,83654,41706,"us_house"
"792","1970s_3823",1974,"PA","3823",0.472602685965009,0.472602685965009,33.92,-1,0,0,60211,67192,60211,67192,"us_house"
"793","1970s_3824",1974,"PA","3824",0.586293893915257,0.586293893915257,39.17,1,1,0,76920,54277,76920,54277,"us_house"
"794","1970s_3825",1974,"PA","3825",0.46180079888099,0.46180079888099,39.57,1,0,0,64049,74645,64049,74645,"us_house"
"795","1970s_3901",1974,"RI","3901",0.729222074468085,0.729222074468085,47.99,1,1,0,105288,39096,105288,39096,"us_house"
"796","1970s_3902",1974,"RI","3902",0.782251844977961,0.782251844977961,45.64,0,1,0,124759,34728,124759,34728,"us_house"
"797","1970s_4001",1974,"SC","4001",0.737614099881956,0.737614099881956,31.31,1,1,0,63111,22450,63111,22450,"us_house"
"798","1970s_4002",1974,"SC","4002",0.434074956069175,0.434074956069175,30.6,-1,0,0,45205,58936,45205,58936,"us_house"
"799","1970s_4003",1974,"SC","4003",0.618172846152121,0.618172846152121,22.66,0,1,0,55120,34046,55120,34046,"us_house"
"800","1970s_4004",1974,"SC","4004",0.63251701634973,0.63251701634973,18.9,1,1,0,45070,26185,45070,26185,"us_house"
"801","1970s_4005",1974,"SC","4005",0.619103344255474,0.619103344255474,28.9,0,1,0,47614,29294,47614,29294,"us_house"
"802","1970s_4006",1974,"SC","4006",0.519535809929273,0.519535809929273,32.37,-1,1,0,45396,41982,45396,41982,"us_house"
"803","1970s_4101",1974,"SD","4101",0.447293527770912,0.447293527770912,48.84,1,0,0,63339,78266,63339,78266,"us_house"
"804","1970s_4102",1974,"SD","4102",0.321850762235892,0.321850762235892,41.93,-1,0,0,42119,88746,42119,88746,"us_house"
"805","1970s_4201",1974,"TN","4201",0.357585542857623,0.357585542857623,21.51,-1,0,0,42523,76394,42523,76394,"us_house"
"806","1970s_4202",1974,"TN","4202",0.291229862411727,0.291229862411727,26.61,-1,0,0,35920,87419,35920,87419,"us_house"
"807","1970s_4203",1974,"TN","4203",0.527002876448862,0.527002876448862,27.69,-1,1,0,61926,55580,61926,55580,"us_house"
"808","1970s_4204",1974,"TN","4204",1,0.765876535810135,35.05,1,1,1,94847,0,70844.1197547423,21656.5855708285,"us_house"
"809","1970s_4205",1974,"TN","4205",1,0.740201361478888,37.39,1,1,1,88206,0,65187.834489581,22879.8696272267,"us_house"
"810","1970s_4206",1974,"TN","4206",0.433319582768578,0.433319582768578,27.53,-1,0,0,58824,76928,58824,76928,"us_house"
"811","1970s_4207",1974,"TN","4207",1,0.698814018277006,24.58,1,1,1,83231,0,57941.7252808914,24972.6464481595,"us_house"
"812","1970s_4208",1974,"TN","4208",0.502753393631667,0.502753393631667,42.61,-1,1,0,67925,67181,67925,67181,"us_house"
"813","1970s_4301",1974,"TX","4301",0.686043445069054,0.686043445069054,29.54,1,1,0,49426,22619,49426,22619,"us_house"
"814","1970s_4302",1974,"TX","4302",1,0.742334749745472,32.46,1,1,1,57096,0,42711.593235109,14825.2434140627,"us_house"
"815","1970s_4303",1974,"TX","4303",0.352892612524462,0.352892612524462,20.14,-1,0,0,34623,63489,34623,63489,"us_house"
"816","1970s_4304",1974,"TX","4304",0.749494729641491,0.749494729641491,28.27,1,1,0,48209,16113,48209,16113,"us_house"
"817","1970s_4305",1974,"TX","4305",0.479354271908632,0.479354271908632,35.57,-1,0,0,26190,28446,26190,28446,"us_house"
"818","1970s_4306",1974,"TX","4306",0.830233607769287,0.830233607769287,27.52,1,1,0,53345,10908,53345,10908,"us_house"
"819","1970s_4307",1974,"TX","4307",0.208399428487855,0.208399428487855,18.75,-1,0,0,18524,70363,18524,70363,"us_house"
"820","1970s_4308",1974,"TX","4308",0.722122452888921,0.722122452888921,44.82,1,1,0,30158,11605,30158,11605,"us_house"
"821","1970s_4309",1974,"TX","4309",0.619083208769307,0.619083208769307,40.3,1,1,0,37275,22935,37275,22935,"us_house"
"822","1970s_4310",1974,"TX","4310",0.8042194092827,0.8042194092827,40.53,1,1,0,76240,18560,76240,18560,"us_house"
"823","1970s_4311",1974,"TX","4311",0.82573045793585,0.82573045793585,30.37,1,1,0,46828,9883,46828,9883,"us_house"
"824","1970s_4312",1974,"TX","4312",0.786931241347485,0.786931241347485,37.71,1,1,0,42632,11543,42632,11543,"us_house"
"825","1970s_4313",1974,"TX","4313",0.577246293993075,0.577246293993075,23.91,-1,1,0,34345,25153,34345,25153,"us_house"
"826","1970s_4314",1974,"TX","4314",1,0.723037817863105,39.33,1,1,1,41066,0,31650.0874669368,12123.6774524097,"us_house"
"827","1970s_4315",1974,"TX","4315",1,0.79247078228528,45.1,1,1,1,42567,0,35600.1632679128,9322.83460621848,"us_house"
"828","1970s_4316",1974,"TX","4316",1,0.707255410446341,36.48,1,1,1,42880,0,31567.2591136538,13066.2051870747,"us_house"
"829","1970s_4317",1974,"TX","4317",1,0.715096795238819,27.09,1,1,1,64959,0,46298.5472175207,18445.9007030696,"us_house"
"830","1970s_4318",1974,"TX","4318",0.858077373974209,0.858077373974209,68.65,1,1,0,36597,6053,36597,6053,"us_house"
"831","1970s_4319",1974,"TX","4319",1,0.648313540647371,23.62,1,1,1,49619,0,33762.5239564969,18314.9383201409,"us_house"
"832","1970s_4320",1974,"TX","4320",NA,0.860392502550702,60.4,1,1,1,0,0,35566.9721814036,5771.10558654823,"us_house"
"833","1970s_4321",1974,"TX","4321",0.520674700156809,0.520674700156809,24.24,0,1,0,36857,33930,36857,33930,"us_house"
"834","1970s_4322",1974,"TX","4322",0.71035887372521,0.71035887372521,34.88,1,1,0,47783,19483,47783,19483,"us_house"
"835","1970s_4323",1974,"TX","4323",1,0.76670101473108,38.17,1,1,1,47249,0,35912.6385932413,10927.8349462878,"us_house"
"836","1970s_4324",1974,"TX","4324",0.78817464997925,0.78817464997925,40.08,1,1,0,36085,9698,36085,9698,"us_house"
"837","1970s_4401",1974,"UT","4401",0.6652078891258,0.6652078891258,23.17,1,1,0,124793,62807,124793,62807,"us_house"
"838","1970s_4402",1974,"UT","4402",0.51330110001068,0.51330110001068,32.62,0,1,0,105739,100259,105739,100259,"us_house"
"839","1970s_4601",1974,"VA","4601",1,0.703143034766887,31.1,1,1,1,58338,0,43363.4662388978,18307.4372541221,"us_house"
"840","1970s_4602",1974,"VA","4602",0.400075341466971,0.400075341466971,32.26,-1,0,0,32923,49369,32923,49369,"us_house"
"841","1970s_4603",1974,"VA","4603",1,0.696423882112725,27.5,1,1,1,64627,0,45843.7811670978,19983.6299033304,"us_house"
"842","1970s_4604",1974,"VA","4604",0.431715195040286,0.431715195040286,34.58,-1,0,0,36489,48032,36489,48032,"us_house"
"843","1970s_4605",1974,"VA","4605",1,0.699966520495519,27.85,1,1,1,52459,0,37266.4760077581,15973.8932335829,"us_house"
"844","1970s_4606",1974,"VA","4606",0.37386371403185,0.37386371403185,25.29,-1,0,0,27350,45805,27350,45805,"us_house"
"845","1970s_4607",1974,"VA","4607",0.472511129687591,0.472511129687591,27.48,-1,0,0,48611,54267,48611,54267,"us_house"
"846","1970s_4608",1974,"VA","4608",0.576446438074964,0.576446438074964,35.2,-1,1,0,53074,38997,53074,38997,"us_house"
"847","1970s_4609",1974,"VA","4609",0.491042503321738,0.491042503321738,31.9,-1,0,0,65783,68183,65783,68183,"us_house"
"848","1970s_4610",1974,"VA","4610",0.542537126614069,0.542537126614069,34.4,-1,1,0,67184,56649,67184,56649,"us_house"
"849","1970s_4501",1974,"VT","4501",0.41868207263258,0.41868207263258,36.79,0,0,0,53701,74561,53701,74561,"us_house"
"850","1970s_4701",1974,"WA","4701",0.291775021888844,0.291775021888844,41.59,-1,0,0,44655,108391,44655,108391,"us_house"
"851","1970s_4702",1974,"WA","4702",0.605431926485652,0.605431926485652,38.43,1,1,0,81565,53157,81565,53157,"us_house"
"852","1970s_4703",1974,"WA","4703",0.615237571520222,0.615237571520222,42.46,0,1,0,93980,58774,93980,58774,"us_house"
"853","1970s_4704",1974,"WA","4704",0.589113579938695,0.589113579938695,40.6,1,1,0,84949,59249,84949,59249,"us_house"
"854","1970s_4705",1974,"WA","4705",0.64345491521456,0.64345491521456,36.56,1,1,0,87959,48739,87959,48739,"us_house"
"855","1970s_4706",1974,"WA","4706",0.71827590882384,0.71827590882384,39.62,1,1,0,95354,37400,95354,37400,"us_house"
"856","1970s_4707",1974,"WA","4707",0.710669212886084,0.710669212886084,43.6,1,1,0,85593,34847,85593,34847,"us_house"
"857","1970s_4901",1974,"WI","4901",0.704897151217833,0.704897151217833,41,1,1,0,81902,34288,81902,34288,"us_house"
"858","1970s_4902",1974,"WI","4902",0.647700604357187,0.647700604357187,50.68,1,1,0,93561,50890,93561,50890,"us_house"
"859","1970s_4903",1974,"WI","4903",0.518591170124257,0.518591170124257,41.07,-1,1,0,76668,71171,76668,71171,"us_house"
"860","1970s_4904",1974,"WI","4904",0.752917769527295,0.752917769527295,50.71,1,1,0,84768,27818,84768,27818,"us_house"
"861","1970s_4905",1974,"WI","4905",0.799724656742837,0.799724656742837,57.82,1,1,0,65060,16293,65060,16293,"us_house"
"862","1970s_4906",1974,"WI","4906",0.373099990594908,0.373099990594908,42.84,-1,0,0,51571,86652,51571,86652,"us_house"
"863","1970s_4907",1974,"WI","4907",0.705740883358329,0.705740883358329,46.99,1,1,0,104468,43558,104468,43558,"us_house"
"864","1970s_4908",1974,"WI","4908",0.544390104351143,0.544390104351143,38.54,-1,1,0,79923,66889,79923,66889,"us_house"
"865","1970s_4909",1974,"WI","4909",0.459451753775973,0.459451753775973,37.25,0,0,0,66071,77733,66071,77733,"us_house"
"866","1970s_4801",1974,"WV","4801",0.596732085354505,0.596732085354505,35.79,1,1,0,72457,48966,72457,48966,"us_house"
"867","1970s_4802",1974,"WV","4802",0.643733291398019,0.643733291398019,34.77,1,1,0,73683,40779,73683,40779,"us_house"
"868","1970s_4803",1974,"WV","4803",0.685334204877704,0.685334204877704,37.65,1,1,0,77586,35623,77586,35623,"us_house"
"869","1970s_4804",1974,"WV","4804",NA,0.756608373588865,37.41,1,1,1,0,0,58581.238867329,18844.8654585552,"us_house"
"870","1970s_5001",1974,"WY","5001",0.547012991105544,0.547012991105544,30.63,1,1,0,69434,57499,69434,57499,"us_house"
"871","1970s_201",1976,"AK","201",0.289986091794159,0.289986091794159,38.11,-1,0,0,34194,83722,34194,83722,"us_house"
"872","1970s_101",1976,"AL","101",0.374808320024433,0.374808320024433,49.21,-1,0,0,58906,98257,58906,98257,"us_house"
"873","1970s_102",1976,"AL","102",0.423952877069783,0.423952877069783,53.87,-1,0,0,66288,90069,66288,90069,"us_house"
"874","1970s_103",1976,"AL","103",1,0.714278395879251,59.5,1,1,1,106935,0,77262.605653691,30906.1505335706,"us_house"
"875","1970s_104",1976,"AL","104",0.803824543662404,0.803824543662404,65.28,1,1,0,141490,34531,141490,34531,"us_house"
"876","1970s_105",1976,"AL","105",1,0.667997220455879,67.97,0,1,1,113553,0,75661.9627769406,37604.9198686258,"us_house"
"877","1970s_106",1976,"AL","106",0.429630271769754,0.429630271769754,43.84,-1,0,0,69384,92113,69384,92113,"us_house"
"878","1970s_107",1976,"AL","107",1,0.892644662669398,56.61,1,1,1,110496,0,100821.587754464,12125.4694238798,"us_house"
"879","1970s_401",1976,"AR","401",0.688562761431906,0.688562761431906,69.71,1,1,0,116217,52565,116217,52565,"us_house"
"880","1970s_402",1976,"AR","402",0.863847636322412,0.863847636322412,67.71,0,1,0,144780,22819,144780,22819,"us_house"
"881","1970s_403",1976,"AR","403",NA,0.360952562287573,56.41,-1,0,1,0,0,78484.6322521498,138952.894038689,"us_house"
"882","1970s_404",1976,"AR","404",NA,0.754425604239128,68.75,1,1,1,0,0,105592.539010903,34371.611751713,"us_house"
"883","1970s_301",1976,"AZ","301",0.415070296903538,0.415070296903538,38.66,-1,0,0,68404,96397,68404,96397,"us_house"
"884","1970s_302",1976,"AZ","302",0.596415456166101,0.596415456166101,48.33,1,1,0,106054,71765,106054,71765,"us_house"
"885","1970s_303",1976,"AZ","303",0.528842491191315,0.528842491191315,40.13,0,1,0,88854,79162,88854,79162,"us_house"
"886","1970s_304",1976,"AZ","304",0.498062923987952,0.498062923987952,38.39,0,0,0,92435,93154,92435,93154,"us_house"
"887","1970s_501",1976,"CA","501",0.73947082242784,0.73947082242784,50.77,1,1,0,160477,56539,160477,56539,"us_house"
"888","1970s_502",1976,"CA","502",0.422755676545196,0.422755676545196,51.12,-1,0,0,88829,121290,88829,121290,"us_house"
"889","1970s_503",1976,"CA","503",0.728569641498223,0.728569641498223,52.78,1,1,0,139779,52075,139779,52075,"us_house"
"890","1970s_504",1976,"CA","504",0.536749303827103,0.536749303827103,55.75,1,1,0,87123,75193,87123,75193,"us_house"
"891","1970s_505",1976,"CA","505",0.618441289030366,0.618441289030366,49.63,1,1,0,103746,64008,103746,64008,"us_house"
"892","1970s_506",1976,"CA","506",0.709820109641204,0.709820109641204,57.35,1,1,0,86493,35359,86493,35359,"us_house"
"893","1970s_507",1976,"CA","507",0.762277960057431,0.762277960057431,52.36,1,1,0,147064,45863,147064,45863,"us_house"
"894","1970s_508",1976,"CA","508",0.641487866775729,0.641487866775729,59.24,1,1,0,122342,68374,122342,68374,"us_house"
"895","1970s_509",1976,"CA","509",0.722946492344958,0.722946492344958,56.04,1,1,0,116398,44607,116398,44607,"us_house"
"896","1970s_510",1976,"CA","510",0.746215351812367,0.746215351812367,58.62,1,1,0,111992,38088,111992,38088,"us_house"
"897","1970s_511",1976,"CA","511",0.63284975860467,0.63284975860467,47.32,1,1,0,107618,62435,107618,62435,"us_house"
"898","1970s_512",1976,"CA","512",0.32068509001449,0.32068509001449,46.53,-1,0,0,61526,130332,61526,130332,"us_house"
"899","1970s_513",1976,"CA","513",0.681838111893398,0.681838111893398,45.75,1,1,0,135291,63130,135291,63130,"us_house"
"900","1970s_514",1976,"CA","514",0.725380827140663,0.725380827140663,50.04,1,1,0,123285,46674,123285,46674,"us_house"
"901","1970s_515",1976,"CA","515",0.72203838517538,0.72203838517538,54.98,1,1,0,92735,35700,92735,35700,"us_house"
"902","1970s_516",1976,"CA","516",0.534196877954064,0.534196877954064,49.6,-1,1,0,104545,91160,104545,91160,"us_house"
"903","1970s_517",1976,"CA","517",0.656883819735977,0.656883819735977,46.45,1,1,0,103898,54270,103898,54270,"us_house"
"904","1970s_518",1976,"CA","518",0.35798056094126,0.35798056094126,44.01,-1,0,0,56683,101658,56683,101658,"us_house"
"905","1970s_519",1976,"CA","519",0.356214655587981,0.356214655587981,49.14,-1,0,0,68722,124201,68722,124201,"us_house"
"906","1970s_520",1976,"CA","520",0.327548527496998,0.327548527496998,40.15,-1,0,0,71193,146158,71193,146158,"us_house"
"907","1970s_521",1976,"CA","521",0.69784350138079,0.69784350138079,52.24,1,1,0,101837,44094,101837,44094,"us_house"
"908","1970s_522",1976,"CA","522",0.373914419132408,0.373914419132408,38.25,-1,0,0,68543,114769,68543,114769,"us_house"
"909","1970s_523",1976,"CA","523",0.601783896099109,0.601783896099109,52.89,0,1,0,130619,86434,130619,86434,"us_house"
"910","1970s_524",1976,"CA","524",0.677807402956676,0.677807402956676,55.85,1,1,0,108296,51478,108296,51478,"us_house"
"911","1970s_525",1976,"CA","525",0.765702812305985,0.765702812305985,63.44,1,1,0,57966,17737,57966,17737,"us_house"
"912","1970s_526",1976,"CA","526",0.344140188222139,0.344140188222139,37.87,-1,0,0,59093,112619,59093,112619,"us_house"
"913","1970s_527",1976,"CA","527",0.453163240478792,0.453163240478792,39.81,0,0,0,94988,114623,94988,114623,"us_house"
"914","1970s_528",1976,"CA","528",0.801959206521359,0.801959206521359,70.79,1,1,0,114612,28303,114612,28303,"us_house"
"915","1970s_529",1976,"CA","529",0.8837704970707,0.8837704970707,80.95,1,1,0,82515,10852,82515,10852,"us_house"
"916","1970s_530",1976,"CA","530",0.743839309787005,0.743839309787005,60.07,1,1,0,82767,28503,82767,28503,"us_house"
"917","1970s_531",1976,"CA","531",NA,0.734832844273312,65.67,1,1,1,0,0,81123.1406313475,29273.5860032267,"us_house"
"918","1970s_532",1976,"CA","532",0.722243149072417,0.722243149072417,55.45,1,1,0,92034,35394,92034,35394,"us_house"
