"","cntyname","precinct","psid","district","incumb","v.d","v.r","us.pres.d","us.pres.r"
"1995","Prince William","307 - HENDERSON","PSID:1159401805","31","R",636,574,732,679
"1996","Prince William","308 - MONTCLAIR","PSID:1159401335","31","R",430,395,498,472
"1997","Prince William","309 - ASHLAND","PSID:1159401833","31","R",523,476,652,562
"1998","Prince William","310 - FOREST PARK","PSID:1159401593","31","R",745,326,968,429
"1999","Prince William","311 - SWANS CREEK","PSID:1159401589","2","O",1272,365,1515,494
"2000","Prince William","312 - TRIANGLE","PSID:1159401597","2;52","O;D",991,51,1180,505
"2001","Prince William","313 - CARDINAL","PSID:1159401595","52","D",677,NA,710,361
"2002","Prince William","314 - CABIN BRANCH","PSID:1159399127","31","R",628,370,714,465
"2003","Prince William","401 - EVERGREEN","PSID:1159399833","87","D",591,794,607,994
"2004","Prince William","402 - BATTLEFIELD","PSID:1159399837","40","R",534,884,556,918
"2005","Prince William","403 - BULL RUN","PSID:1159399835","13;40","R;R",527,490,676,614
"2006","Prince William","404 - BEN LOMOND","PSID:1159399841","13","R",686,306,1097,536
"2007","Prince William","405 - STONEWALL","PSID:1159399839","13","R",855,473,1298,615
"2008","Prince William","406 - ALVEY","PSID:1159399445","87","D",374,429,224,254
"2009","Prince William","407 - HERITAGE HUNT","PSID:1159399443","13","R",838,1154,758,952
"2010","Prince William","408 - SUDLEY","PSID:1159399831","13","R",410,418,649,529
"2011","Prince William","409 - TYLER","PSID:1159401257","13","R",718,565,1019,824
"2012","Prince William","410 - MOUNTAIN VIEW","PSID:1159401521","40","R",684,825,761,900
"2013","Prince William","411 - MULLEN","PSID:1159401539","13","R",703,246,1227,418
"2014","Prince William","412 - CATHARPIN","PSID:1159398989","40","R",317,587,401,687
"2015","Prince William","413 - REAGAN","PSID:1159398957","40;87","R;D",729,848,731,940
"2016","Prince William","501 - LAKE RIDGE","PSID:1159397869","51","R",765,472,828,574
"2017","Prince William","502 - OCCOQUAN","PSID:1159400107","52","D",584,NA,668,409
"2018","Prince William","503 - OLD BRIDGE","PSID:1159397629","51","R",711,263,936,337
"2019","Prince William","504 - ROCKLEDGE","PSID:1159400111","51","R",576,453,640,390
"2020","Prince William","505 - MOHICAN","PSID:1159400113","51","R",779,572,898,571
"2021","Prince William","506 - BETHEL","PSID:1159400117","51","R",995,587,1305,650
"2022","Prince William","507 - CHINN","PSID:1159400119","51","R",683,419,895,470
"2023","Prince William","508 - SPRINGWOODS","PSID:1159400121","51","R",597,264,753,319
"2024","Prince William","509 - MC COART","PSID:1159401967","51","R",703,838,696,843
"2025","Prince William","510 - YATES FORD","PSID:1159400425","13","R",409,536,438,628
"2026","Prince William","511 - WESTRIDGE","PSID:1159400423","51","R",818,523,904,621
"2027","Prince William","512 - YORK","PSID:1159400419","52","D",1018,NA,1253,325
"2028","Prince William","513 - LYNNWOOD","PSID:1159400417","51","R",712,608,849,674
"2029","Prince William","514 - ANTIETAM","PSID:1159400427","51","R",939,552,1067,572
"2030","Prince William","601 - DALE","PSID:1159397801","52","D",724,NA,1087,296
"2031","Prince William","602 - BEVILLE","PSID:1159397799","31","R",1236,422,1536,526
"2032","Prince William","603 - HAMPTON","PSID:1159397797","52","D",661,NA,951,224
"2033","Prince William","604 - GIDEON","PSID:1159397809","52","D",716,NA,1018,310
"2034","Prince William","605 - MINNIEVILLE","PSID:1159397807","31;52","R;D",790,25,982,446
"2035","Prince William","606 - BEL AIR","PSID:1159397805","52","D",770,NA,984,469
"2036","Prince William","607 - KERRYDALE","PSID:1159397803","51","R",882,316,1227,463
"2037","Prince William","608 - ENTERPRISE","PSID:1159397791","31","R",809,267,1073,402
"2038","Prince William","609 - KING","PSID:1159397789","31","R",1056,388,1209,540
"2039","Prince William","610 - FITZGERALD","PSID:1159402067","52","D",976,NA,1161,389
"2040","Prince William","611 - NEABSCO","PSID:1159402069","31","R",636,195,870,286
"2041","Prince William","701 - BELMONT","PSID:1159399379","2","O",772,418,1015,600
"2042","Prince William","702 - LIBRARY","PSID:1159399371","52","D",918,NA,1150,336
"2043","Prince William","703 - LYNN","PSID:1159399373","52","D",481,NA,826,179
"2044","Prince William","704 - PORTER","PSID:1159399385","2","O",877,137,1230,269
"2045","Prince William","705 - POTOMAC VIEW","PSID:1159399391","2","O",447,256,672,383
"2046","Prince William","706 - RIPPON","PSID:1159399381","2","O",901,360,1130,512
"2047","Prince William","707 - KILBY","PSID:1159399383","52","D",642,NA,978,361
"2048","Prince William","708 - RIVER OAKS","PSID:1159397725","2","O",1036,190,1261,275
"2049","Prince William","709 - FREEDOM","PSID:1159399199","2;52","O;D",1047,140,1309,242
"2050","Prince William","710 - POWELLS CREEK","PSID:1159399805","2","O",858,117,1113,229
"2051","Prince William","711 - GRAYSON","PSID:1159399803","52","D",901,NA,1372,362
"2052","Prince William","712 - LEESYLVANIA","PSID:1159399387","2","O",895,403,881,520
"2053","Pulaski","# AB - Central Absentee Precinct","PSID:1159402517","","",174,423,396,646
"2054","Pulaski","## Provisional","PSID:1159402517","","",0,8,2,8
"2055","Pulaski","101 - BELSPRING","PSID:1159400485","12","R",179,290,156,421
"2056","Pulaski","102 - NEW RIVER","PSID:1159400461","12","R",655,703,645,1005
"2057","Pulaski","103 - WEST CLOYD","PSID:1159398273","7","R",192,564,237,706
"2058","Pulaski","201 - DRAPER","PSID:1159400739","7","R",203,655,238,754
"2059","Pulaski","202 - SOUTH PULASKI","PSID:1159400743","7","R",58,115,69,169
"2060","Pulaski","203 - NEWBERN","PSID:1159400741","7","R",362,920,466,1116
"2061","Pulaski","301 - DUBLIN","PSID:1159401041","7","R",293,935,375,1137
"2062","Pulaski","302 - HIWASSEE","PSID:1159401089","7","R",41,212,58,280
"2063","Pulaski","304 - SNOWVILLE","PSID:1159397405","7","R",171,514,201,648
"2064","Pulaski","401 - MASSIE","PSID:1159402091","7","R",448,1187,538,1409
"2065","Pulaski","402 - WALKER","PSID:1159402089","7","R",102,484,122,553
"2066","Pulaski","501 - ROBINSON","PSID:1159397795","7","R",524,1195,669,1470
"2067","Radford","# AB - Central Absentee Precinct","PSID:1159402629","","",142,83,271,194
"2068","Radford","## Provisional","PSID:1159402629","","",2,0,2,1
"2069","Radford","001 - EAST PRECINCT","PSID:1159398223","12","R",862,457,1339,865
"2070","Radford","002 - CENTRAL PRECINCT","PSID:1159398221","12","R",632,546,701,672
"2071","Radford","003 - WEST PRECINCT","PSID:1159403309","12","R",608,580,612,906
"2072","Rappahannock","# AB - Central Absentee Precinct","PSID:1159402519","","",140,120,279,153
"2073","Rappahannock","## Provisional","PSID:1159402519","","",2,3,4,5
"2074","Rappahannock","101 - WASHINGTON","PSID:1159399099","18","R",256,352,363,478
"2075","Rappahannock","201 - AMISSVILLE","PSID:1159400621","18","R",182,382,236,569
"2076","Rappahannock","301 - SPERRYVILLE","PSID:1159400965","18","R",272,298,340,397
"2077","Rappahannock","401 - SCRABBLE","PSID:1159399941","18","R",208,298,265,416
"2078","Rappahannock","501 - CHESTER GAP","PSID:1159400293","18","R",63,175,77,280
"2079","Rappahannock","502 - FLINT HILL","PSID:1159400297","18","R",156,177,183,241
"2080","Richmond","# AB - Central Absentee Precinct","PSID:1159402521","","",2528,417,6075,1251
"2081","Richmond","# AB - Central Absentee Precinct","PSID:1159402521","","",36,71,6075,1251
"2082","Richmond","## Provisional","PSID:1159402521","","",43,3,77,8
"2083","Richmond","## Provisional","PSID:1159402521","","",0,0,77,8
"2084","Richmond","101 - ONE HUNDRED ONE","PSID:1159398257","68","R",690,761,1260,674
"2085","Richmond","101 - PRECINCT 1-1","PSID:1159400163","99","R",261,195,458,268
"2086","Richmond","102 - ONE HUNDRED TWO","PSID:1159398249","68","R",315,471,500,390
"2087","Richmond","104 - ONE HUNDRED FOUR","PSID:1159398259","68","R",481,776,750,595
"2088","Richmond","105 - ONE HUNDRED FIVE","PSID:1159403341","68","R",613,502,830,450
"2089","Richmond","106 - ONE HUNDRED SIX","PSID:1159398263","68","R",298,1006,568,776
"2090","Richmond","111 - ONE HUNDRED ELEVEN","PSID:1159398525","68","R",600,451,757,445
"2091","Richmond","112 - ONE HUNDRED TWELVE","PSID:1159398579","68","R",555,359,699,323
"2092","Richmond","113 - ONE HUNDRED THIRTEEN","PSID:1159398577","68","R",1091,260,1256,262
"2093","Richmond","114 - ONE HUNDRED FOURTEEN","PSID:1159398533","68","R",1246,383,1447,360
"2094","Richmond","201 - PRECINCT 2-1","PSID:1159400517","99","R",100,340,200,455
"2095","Richmond","203 - TWO HUNDRED THREE","PSID:1159400807","71","D",1382,NA,1545,398
"2096","Richmond","204 - TWO HUNDRED FOUR","PSID:1159399857","71","D",1192,NA,1320,339
"2097","Richmond","206 - TWO HUNDRED SIX","PSID:1159400813","71","D",687,NA,2308,229
"2098","Richmond","207 - TWO HUNDRED SEVEN","PSID:1159400811","68","R",1135,360,1370,362
"2099","Richmond","208 - TWO HUNDRED EIGHT","PSID:1159400803","71","D",1120,NA,1476,331
"2100","Richmond","213 - TWO HUNDRED THIRTEEN","PSID:1159398685","71","D",1432,NA,2181,183
"2101","Richmond","214 - TWO HUNDRED FOURTEEN","","","",1404,NA,NA,NA
"2102","Richmond","301 - PRECINCT 3-1","PSID:1159400761","99","R",118,310,198,361
"2103","Richmond","301 - THREE HUNDRED ONE","PSID:1159402207","74","D",439,NA,861,25
"2104","Richmond","302 - THREE HUNDRED TWO","PSID:1159402201","71","D",681,NA,863,92
"2105","Richmond","303 - THREE HUNDRED THREE","PSID:1159402051","71","D",537,NA,762,38
"2106","Richmond","304 - THREE HUNDRED FOUR","PSID:1159402213","71","D",771,NA,1111,30
"2107","Richmond","305 - THREE HUNDRED FIVE","PSID:1159402215","71","D",785,NA,1076,82
"2108","Richmond","306 - THREE HUNDRED SIX","PSID:1159402209","71","D",646,NA,964,53
"2109","Richmond","307 - THREE HUNDRED SEVEN","PSID:1159402211","71","D",939,NA,955,195
"2110","Richmond","308 - THREE HUNDRED EIGHT","PSID:1159402217","71","D",964,NA,1005,230
"2111","Richmond","309 - THREE HUNDRED NINE","PSID:1159402219","71","D",598,NA,629,318
"2112","Richmond","310 - THREE HUNDRED TEN","PSID:1159397927","71","D",186,NA,608,4
"2113","Richmond","401 - PRECINCT 4-1","PSID:1159398903","99","R",108,347,198,497
"2114","Richmond","402 - FOUR HUNDRED TWO","PSID:1159400211","69","D",1519,NA,1540,496
"2115","Richmond","404 - FOUR HUNDRED FOUR","PSID:1159400199","69","D",1165,NA,1393,381
"2116","Richmond","409 - FOUR HUNDRED NINE","PSID:1159402229","68","R",1232,918,1443,956
"2117","Richmond","410 - FOUR HUNDRED TEN","PSID:1159399907","69","D",793,NA,1044,410
"2118","Richmond","412 - FOUR HUNDRED TWELVE","PSID:1159399901","69","D",723,NA,1018,306
"2119","Richmond","413 - FOUR HUNDRED THIRTEEN","PSID:1159399903","68","R",794,433,904,429
"2120","Richmond","414 - FOUR HUNDRED FOURTEEN","PSID:1159399909","68","R",741,580,900,559
"2121","Richmond","501 - FIVE HUNDRED ONE","PSID:1159400527","69","D",1222,NA,1528,215
"2122","Richmond","501 - PRECINCT 5-1","PSID:1159397925","99","R",97,370,182,476
"2123","Richmond","503 - FIVE HUNDRED THREE","PSID:1159400531","69","D",1224,NA,1553,140
"2124","Richmond","504 - FIVE HUNDRED FOUR","PSID:1159401147","69","D",1387,NA,1931,261
"2125","Richmond","505 - FIVE HUNDRED FIVE","PSID:1159400497","69","D",582,NA,897,138
"2126","Richmond","508 - FIVE HUNDRED EIGHT","PSID:1159400513","69","D",627,NA,713,132
"2127","Richmond","509 - FIVE HUNDRED NINE","PSID:1159400533","69","D",643,NA,1231,73
"2128","Richmond","510 - FIVE HUNDRED TEN","PSID:1159400773","69","D",864,NA,1279,99
"2129","Richmond","602 - SIX HUNDRED TWO","PSID:1159399409","71","D",382,NA,970,13
"2130","Richmond","603 - SIX HUNDRED THREE","PSID:1159399415","71","D",678,NA,1082,30
"2131","Richmond","604 - SIX HUNDRED FOUR","PSID:1159399407","71","D",488,NA,835,32
"2132","Richmond","606 - SIX HUNDRED SIX","PSID:1159399375","71","D",812,NA,1281,47
"2133","Richmond","607 - SIX HUNDRED SEVEN","PSID:1159399177","71","D",956,NA,1342,241
"2134","Richmond","609 - SIX HUNDRED NINE","PSID:1159399175","69","D",918,NA,1482,180
"2135","Richmond","610 - SIX HUNDRED TEN","PSID:1159399031","69","D",477,NA,982,22
"2136","Richmond","701 - SEVEN HUNDRED ONE","PSID:1159399549","71","D",437,NA,1142,16
"2137","Richmond","702 - SEVEN HUNDRED TWO","PSID:1159399477","71","D",572,NA,994,35
"2138","Richmond","703 - SEVEN HUNDRED THREE","PSID:1159399859","70","D",742,NA,1012,36
"2139","Richmond","705 - SEVEN HUNDRED FIVE","PSID:1159399473","70","D",752,NA,886,88
"2140","Richmond","706 - SEVEN HUNDRED SIX","PSID:1159399851","71","D",1064,NA,1629,96
"2141","Richmond","707 - SEVEN HUNDRED SEVEN","PSID:1159399853","71","D",1674,NA,1872,245
"2142","Richmond","708 - SEVEN HUNDRED EIGHT","PSID:1159399869","71","D",1098,NA,1554,332
"2143","Richmond","802 - EIGHT HUNDRED TWO","PSID:1159401923","69","D",557,NA,999,19
"2144","Richmond","806 - EIGHT HUNDRED SIX","PSID:1159401927","70","D",767,NA,1298,129
"2145","Richmond","810 - EIGHT HUNDRED TEN","PSID:1159401613","69","D",615,NA,945,114
"2146","Richmond","811 - EIGHT HUNDRED ELEVEN","PSID:1159401615","69","D",604,NA,1233,94
"2147","Richmond","812 - EIGHT HUNDRED TWELVE","PSID:1159401611","70","D",1121,NA,1518,233
"2148","Richmond","814 - EIGHT HUNDRED FOURTEEN","PSID:1159401607","70","D",615,NA,903,49
"2149","Richmond","902 - NINE HUNDRED TWO","PSID:1159397323","69","D",310,NA,528,39
"2150","Richmond","903 - NINE HUNDRED THREE","PSID:1159397733","69","D",733,NA,1319,158
"2151","Richmond","908 - NINE HUNDRED EIGHT","PSID:1159398195","69","D",725,NA,1249,118
"2152","Richmond","909 - NINE HUNDRED NINE","PSID:1159398199","69","D",914,NA,1381,138
"2153","Richmond","910 - NINE HUNDRED TEN","PSID:1159398077","69","D",689,NA,1140,131
"2154","Richmond","911 - NINE HUNDRED ELEVEN","PSID:1159398075","69","D",795,NA,1167,64
"2155","Roanoke","# AB - Central Absentee Precinct","PSID:1159402523","","",930,137,4952,4048
"2156","Roanoke","# AB - Central Absentee Precinct","PSID:1159402523","","",693,1068,4952,4048
"2157","Roanoke","## Provisional","PSID:1159402523","","",22,3,39,38
"2158","Roanoke","## Provisional","PSID:1159402523","","",8,7,39,38
"2159","Roanoke","001 -Peters Creek","PSID:1159402679","11","D",955,NA,1220,303
"2160","Roanoke","002 - Grandview","PSID:1159402681","11","D",920,NA,1037,539
"2161","Roanoke","003 -Preston Park","PSID:1159402651","11;17","D;R",734,25,701,1003
"2162","Roanoke","004 - Williamson Road","PSID:1159402655","11","D",742,NA,762,728
"2163","Roanoke","005 - East Gate","PSID:1159402657","11;17","D;R",506,330,577,1016
"2164","Roanoke","006 - Hollins Road","PSID:1159402683","11","D",632,NA,839,827
"2165","Roanoke","007 - Southeast","PSID:1159402659","11;17","D;R",395,185,537,704
"2166","Roanoke","008 - Lincoln Terrace","PSID:1159402661","11","D",659,NA,1132,84
"2167","Roanoke","009 - Highland","PSID:1159402685","11","D",819,NA,1034,375
"2168","Roanoke","010 - Old Southwest-Wasena","PSID:1159402687","11","D",968,NA,1016,565
"2169","Roanoke","011 - RALEIGH COURT","PSID:1159402691","11","D",1201,13,1120,731
"2170","Roanoke","012 - SOUTH ROANOKE","PSID:1159402693","11;17","D;R",896,164,689,804
"2171","Roanoke","013 - GARDEN CITY","PSID:1159402695","17","R",421,575,551,1057
"2172","Roanoke","014 - Crystal Spring","PSID:1159402663","11;17","D;R",1064,NA,949,854
"2173","Roanoke","015 - Grandin Court","PSID:1159402697","11;17","D;R",881,291,878,782
"2174","Roanoke","016 - Deyerle","PSID:1159402665","17","R",799,771,756,950
"2175","Roanoke","017 - LEE-HI","PSID:1159402667","11;17","D;R",920,35,917,694
"2176","Roanoke","018 - Virginia Heights-Norwich","PSID:1159402669","11","D",988,NA,1200,469
"2177","Roanoke","019 - Summit Hills","PSID:1159402673","11","D",843,0,880,636
"2178","Roanoke","020 - FOREST PARK","PSID:1159402675","11","D",488,NA,829,88
"2179","Roanoke","021 - EUREKA PARK","PSID:1159402677","11","D",1200,NA,1744,137
"2180","Roanoke","101 - CATAWBA","PSID:1159401957","8","R",95,291,130,424
"2181","Roanoke","102 - MASON VALLEY","PSID:1159401961","8","R",90,261,118,393
"2182","Roanoke","103 - GLENVAR","PSID:1159401959","8","R",271,643,393,952
"2183","Roanoke","104 - NORTHSIDE","PSID:1159401949","17","R",357,401,433,617
"2184","Roanoke","105 - PETERS CREEK","PSID:1159401977","17","R",601,923,696,1371
"2185","Roanoke","106 - GREEN HILL","PSID:1159401955","8","R",471,1013,604,1390
"2186","Roanoke","107 - BENNETT SPRINGS","PSID:1159401953","8","R",129,361,155,553
"2187","Roanoke","108 - WILDWOOD","PSID:1159401975","8","R",228,483,294,736
"2188","Roanoke","201 - PLANTATION","PSID:1159401605","17","R",300,529,463,897
"2189","Roanoke","202 - BURLINGTON","PSID:1159401601","17","R",264,303,386,539
"2190","Roanoke","203 - MOUNTAIN VIEW","PSID:1159401603","17","R",505,963,649,1422
"2191","Roanoke","204 - BOTETOURT SPRINGS","PSID:1159402253","17","R",492,726,659,971
"2192","Roanoke","205 - ORCHARDS","PSID:1159401585","17","R",496,1157,656,1579
"2193","Roanoke","206 - HOLLINS","PSID:1159401581","17","R",195,284,353,455
"2194","Roanoke","301 - BENT MOUNTAIN","PSID:1159402273","8","R",130,246,148,330
"2195","Roanoke","302 - POAGES MILL","PSID:1159401327","8","R",522,1167,655,1471
"2196","Roanoke","303 - WINDSOR HILLS","PSID:1159401325","17","R",335,500,494,724
"2197","Roanoke","304 - OAK GROVE","PSID:1159401323","8","R",635,1120,820,1265
"2198","Roanoke","305 - CASTLE ROCK","PSID:1159401319","8","R",710,1116,928,1369
"2199","Roanoke","306 - GARST MILL","PSID:1159401317","17","R",348,420,486,545
"2200","Roanoke","402 - BONSACK","PSID:1159400431","17","R",99,242,133,328
"2201","Roanoke","403 - NORTH VINTON","PSID:1159400433","17","R",290,557,428,940
"2202","Roanoke","404 - SOUTH VINTON","PSID:1159400435","17","R",391,611,563,1087
"2203","Roanoke","405 - LINDENWOOD","PSID:1159400437","17","R",615,1183,740,1809
"2204","Roanoke","406 - MOUNT PLEASANT","PSID:1159400441","17","R",366,828,469,1305
"2205","Roanoke","501 - COTTON HILL","PSID:1159398245","8","R",351,589,431,719
"2206","Roanoke","502 - PENN FOREST","PSID:1159402251","8","R",318,468,388,640
"2207","Roanoke","503 - CAVE SPRING","PSID:1159397995","8","R",399,651,485,831
"2208","Roanoke","504 - OGDEN","PSID:1159402249","17","R",347,358,567,614
"2209","Roanoke","505 - CLEARBROOK","PSID:1159398213","17","R",216,470,273,717
"2210","Roanoke","506 - MOUNT VERNON","PSID:1159398253","17","R",347,390,415,628
"2211","Roanoke","507 - HUNTING HILLS","PSID:1159398237","17","R",606,820,715,1144
"2212","Rockbridge","# AB - Central Absentee Precinct","PSID:1159402525","","",NA,276,399,459
"2213","Rockbridge","## Provisional","PSID:1159402525","","",NA,4,2,9
"2214","Rockbridge","101 - AIRPORT","PSID:1159399931","24","R",NA,433,344,458
"2215","Rockbridge","102 - BEN SALEM","PSID:1159399929","24","R",NA,346,206,404
"2216","Rockbridge","103 - PLANK ROAD","PSID:1159399927","24","R",NA,197,90,234
"2217","Rockbridge","104 - EFFINGER","PSID:1159399933","24","R",NA,221,100,259
"2218","Rockbridge","201 - COLLIERSTOWN","PSID:1159400911","24","R",NA,288,224,356
"2219","Rockbridge","202 - HIGHLAND BELLE","PSID:1159400913","24","R",NA,572,404,657
"2220","Rockbridge","203 - VO-TECH","PSID:1159399249","24","R",NA,128,167,139
"2221","Rockbridge","301 - MAURY RIVER","PSID:1159398721","24","R",NA,295,199,372
"2222","Rockbridge","302 - NATURAL BRIDGE","PSID:1159398727","24","R",NA,281,168,443
"2223","Rockbridge","303 - FALLING SPRING","PSID:1159398723","24","R",NA,173,73,216
"2224","Rockbridge","401 - FAIRFIELD","PSID:1159402227","24","R",NA,336,181,444
"2225","Rockbridge","402 - MOUNTAIN VIEW","PSID:1159402223","24","R",NA,470,218,672
"2226","Rockbridge","403 - VESUVIUS","PSID:1159402225","24","R",NA,161,76,244
"2227","Rockbridge","501 - GOSHEN","PSID:1159401811","24","R",NA,177,60,272
"2228","Rockbridge","502 - MEADOWVIEW","PSID:1159401797","24","R",NA,273,244,317
"2229","Rockbridge","503 - ROCKBRIDGE BATHS","PSID:1159401795","24","R",NA,197,140,260
"2230","Rockbridge","504 - ROCKBRIDGE","PSID:1159401793","24","R",NA,392,213,465
"2231","Rockingham","# AB - Central Absentee Precinct","PSID:1159402529","","",417,707,945,1487
"2232","Rockingham","## Provisional","PSID:1159402529","","",3,8,5,21
"2233","Rockingham","101 - BROADWAY","PSID:1159401395","26","R",327,852,424,1214
"2234","Rockingham","102 - TIMBERVILLE","PSID:1159397635","26","R",139,408,230,659
"2235","Rockingham","103 - FULKS RUN","PSID:1159397625","26","R",92,549,119,816
"2236","Rockingham","104 - BERGTON","PSID:1159401413","26","R",27,228,42,282
"2237","Rockingham","105 - LACEY SPRING","PSID:1159401409","15","R",NA,464,112,636
"2238","Rockingham","106 - TENTH LEGION","PSID:1159401417","15","R",NA,382,134,526
"2239","Rockingham","107 - PLAINS","PSID:1159401415","15","R",NA,462,148,617
"2240","Rockingham","108 - LITTLE NORTH MOUNTAIN","PSID:1159401421","26","R",81,280,103,428
"2241","Rockingham","201 - SINGERS GLEN","PSID:1159401661","26","R",173,611,216,827
"2242","Rockingham","202 - EDOM","PSID:1159398677","26","R",382,852,491,1125
"2243","Rockingham","203 - DAYTON","PSID:1159401023","26","R",186,415,232,487
"2244","Rockingham","204 - MT CLINTON","PSID:1159400135","26","R",204,683,259,900
"2245","Rockingham","205 - SILVER LAKE","PSID:1159400137","26","R",340,829,480,964
"2246","Rockingham","301 - KEEZLETOWN","PSID:1159400705","26","R",132,427,199,586
"2247","Rockingham","302 - PORT REPUBLIC","PSID:1159400703","25","R",240,642,285,989
"2248","Rockingham","303 - MELROSE","PSID:1159400701","26","R",122,401,134,527
"2249","Rockingham","304 - GROTTOES","PSID:1159400711","25","R",185,548,260,915
"2250","Rockingham","305 - MASSANETTA SPRINGS","PSID:1159400695","25","R",472,636,587,848
"2251","Rockingham","306 - CROSS KEYS","PSID:1159400717","58","R",82,253,95,311
"2252","Rockingham","307 - CROSSROADS","PSID:1159400713","25","R",580,899,685,1060
"2253","Rockingham","401 - BRIDGEWATER","PSID:1159400405","25","R",676,1114,809,1408
"2254","Rockingham","402 - MONTEZUMA","PSID:1159400407","25","R",203,689,270,894
"2255","Rockingham","403 - MT CRAWFORD","PSID:1159400409","25","R",45,93,56,129
"2256","Rockingham","404 - NORTH RIVER","PSID:1159400383","25","R",241,552,321,884
"2257","Rockingham","405 - OTTOBINE","PSID:1159400339","25","R",162,726,191,1229
"2258","Rockingham","501 - ELKTON","PSID:1159400063","58","R",213,600,301,952
"2259","Rockingham","502 - SWIFT RUN","PSID:1159400067","58","R",187,984,252,1538
"2260","Rockingham","503 - MCGAHEYSVILLE","PSID:1159400065","58","R",269,809,368,1161
"2261","Rockingham","504 - SOUTH FORK","PSID:1159400045","58","R",86,424,134,681
"2262","Rockingham","505 - STONY RUN","PSID:1159400041","26","R",394,611,479,889
"2263","Russell","# AB - Central Absentee Precinct","PSID:1159402531","","",40,269,327,785
"2264","Russell","## Provisional","PSID:1159402531","","",0,0,0,3
"2265","Russell","101 - MOCCASIN","PSID:1159399617","4","R",NA,398,111,654
"2266","Russell","102 - COPPER CREEK","PSID:1159399615","4","R",NA,287,106,524
"2267","Russell","103 - SOUTH CASTLEWOOD","PSID:1159399613","4","R",NA,217,86,368
"2268","Russell","201 - NORTH CASTLEWOOD","PSID:1159401523","4","R",NA,595,264,1037
"2269","Russell","202 - DANTE","PSID:1159401525","4","R",NA,110,58,217
"2270","Russell","301 - COOKS MILL","PSID:1159401197","4","R",NA,109,51,190
"2271","Russell","302 - DAUGHERTY","PSID:1159398937","4","R",NA,184,60,280
"2272","Russell","303 - NEW GARDEN","PSID:1159398935","3;4","R;R",65,299,141,620
"2273","Russell","304 - CLEVELAND","PSID:1159401193","4","R",NA,186,113,337
"2274","Russell","401 - DRILL","PSID:1159403305","3","R",23,42,25,91
"2275","Russell","402 - SWORDS CREEK","PSID:1159397713","3","R",101,466,134,1062
"2276","Russell","403 - HONAKER","PSID:1159397719","4","R",NA,182,112,389
"2277","Russell","501 - WEST LEBANON","PSID:1159401903","4","R",NA,823,383,1281
"2278","Russell","601 -  EAST LEBANON","PSID:1159398345","4","R",NA,453,168,734
"2279","Russell","602 - ELK GARDEN","PSID:1159398347","4","R",NA,530,191,949
"2280","Salem","# AB - Central Absentee Precinct","PSID:1159402637","","",184,326,556,702
"2281","Salem","## Provisional","PSID:1159402637","","",0,0,0,0
"2282","Salem","001 - NORTH SALEM NO 2","PSID:1159398739","8","R",433,625,598,713
"2283","Salem","002 - CONEHURST","PSID:1159398735","8","R",165,252,258,424
"2284","Salem","003 - BEVERLY HEIGHTS","PSID:1159398725","8","R",157,404,185,497
"2285","Salem","004 - WEST SALEM","PSID:1159398655","8","R",276,542,307,682
"2286","Salem","005 - NORTH SALEM NO 1","PSID:1159398699","8","R",447,560,565,813
"2287","Salem","006 - SOUTH SALEM NO 1","PSID:1159398697","8","R",203,281,279,453
"2288","Salem","007 - SOUTH SALEM NO 2","PSID:1159398695","8","R",241,483,332,693
"2289","Salem","008 - EAST SALEM","PSID:1159398691","8","R",104,167,159,293
"2290","Salem","009 - SOUTH SIDE HILLS","PSID:1159398683","8","R",314,753,415,984
"2291","Salem","010 - HIDDEN VALLEY","PSID:1159398361","8","R",438,712,548,972
"2292","Scott","# AB - Central Absentee Precinct","PSID:1159402533","","",68,265,176,758
"2293","Scott","## Provisional","PSID:1159402533","","",0,0,2,5
"2294","Scott","101 - WEBER CITY","PSID:1159398625","1","R",86,318,115,535
"2295","Scott","102 - YUMA","PSID:1159398627","1","R",94,422,141,677
"2296","Scott","202 - WEBER CITY EAST","PSID:1159401869","1","R",64,271,77,428
"2297","Scott","203 - HILTONS","PSID:1159399461","1","R",104,436,117,700
"2298","Scott","204 - CLARK'S","PSID:1159399437","1","R",33,109,23,183
"2299","Scott","301 - NICKELSVILLE","PSID:1159401347","1","R",63,305,76,499
"2300","Scott","302 - SNOWFLAKE","PSID:1159401345","1","R",67,236,63,403
"2301","Scott","303 - TWIN SPRINGS","PSID:1159401677","1","R",79,202,81,352
"2302","Scott","304 - COPPER CREEK","PSID:1159401341","1","R",22,63,29,105
"2303","Scott","401 - GATE CITY","PSID:1159400491","1","R",239,793,259,1251
"2304","Scott","501 - DUNGANNON","PSID:1159400191","1","R",65,157,77,252
"2305","Scott","502 - FORT BLACKMORE","PSID:1159398931","1","R",72,162,60,325
"2306","Scott","503 - MANVILLE","PSID:1159398929","1","R",30,113,27,199
"2307","Scott","504 - RYE COVE","PSID:1159400085","1","R",65,248,57,455
"2308","Scott","601 - CLINCHPORT","PSID:1159399849","1","R",57,162,37,324
"2309","Scott","602 - DUFFIELD-PATTONSVILLE","PSID:1159399913","1","R",106,374,123,654
"2310","Scott","603 - FAIRVIEW","PSID:1159399847","1","R",34,78,41,142
"2311","Shenandoah","# AB - Central Absentee Precinct","PSID:1159402535","","",NA,446,644,1011
