"","cntyname","precinct","psid","district","incumb","v.d","v.r","us.pres.d","us.pres.r"
"607","Danville","007 - WARD SEVEN","PSID:1159402159","14","R",NA,220,800,133
"608","Danville","008 - WARD EIGHT","PSID:1159402151","14","R",NA,252,586,283
"609","Danville","009 - WARD NINE","PSID:1159402153","14","R",NA,283,430,347
"610","Danville","010 - WARD TEN","PSID:1159397887","14","R",NA,437,602,448
"611","Danville","011 - WARD ELEVEN","PSID:1159397885","14","R",NA,512,976,483
"612","Danville","012 - WARD TWELVE","PSID:1159397879","14","R",NA,720,971,615
"613","Danville","013 - WARD THIRTEEN","PSID:1159397871","14","R",NA,518,894,440
"614","Danville","014 - WARD FOURTEEN","PSID:1159397861","14","R",NA,39,234,6
"615","Danville","015 - WARD FIFTEEN","PSID:1159397859","14","R",NA,522,622,603
"616","Danville","016 - WARD SIXTEEN","PSID:1159397853","14","R",NA,702,578,817
"617","Danville","017 - WARD SEVENTEEN","PSID:1159397841","14","R",NA,677,335,854
"618","Dickenson","# AB - Central Absentee Precinct","PSID:1159402409","","",NA,197,242,537
"619","Dickenson","## Provisional","PSID:1159402409","","",NA,0,0,0
"620","Dickenson","101 - SOUTH CLINTWOOD","PSID:1159401165","4","R",NA,507,241,901
"621","Dickenson","201 - NORA","PSID:1159400989","4","R",NA,167,63,305
"622","Dickenson","202 - FRYING PAN","PSID:1159400855","4","R",NA,77,21,138
"623","Dickenson","203 - CLINCHCO","PSID:1159400857","4","R",NA,180,119,418
"624","Dickenson","301 - WEST DANTE","PSID:1159400671","4","R",NA,117,16,161
"625","Dickenson","302 - HERALD","PSID:1159400669","4","R",NA,175,36,307
"626","Dickenson","303 - RIDGE","PSID:1159400667","4","R",NA,280,92,528
"627","Dickenson","401 - HAYSI-COLLEY","PSID:1159400355","4","R",NA,324,264,748
"628","Dickenson","501 - TARPON","PSID:1159399959","4","R",NA,108,78,200
"629","Dickenson","502 - NORTH CLINTWOOD","PSID:1159399961","4","R",NA,386,163,689
"630","Dinwiddie","# AB - Central Absentee Precinct","PSID:1159402411","","",346,NA,785,717
"631","Dinwiddie","## Provisional","PSID:1159402411","","",0,NA,0,0
"632","Dinwiddie","101 - WHITE OAK","PSID:1159399511","63","D",152,NA,113,374
"633","Dinwiddie","102 - ROCKY RUN","PSID:1159399509","63;75","D;D",262,NA,209,582
"634","Dinwiddie","103 - CHURCH ROAD","PSID:1159399507","63","D",311,NA,211,944
"635","Dinwiddie","201 - ROHOIC","PSID:1159401477","63;75","D;D",306,NA,360,309
"636","Dinwiddie","202 - SUTHERLAND","PSID:1159401479","63","D",640,NA,604,1038
"637","Dinwiddie","301 - REAMS","PSID:1159401091","75","D",202,NA,179,333
"638","Dinwiddie","302 - NEW HOPE","PSID:1159401095","63","D",330,NA,341,548
"639","Dinwiddie","303 - LITTLE ZION","PSID:1159401093","75","D",552,NA,600,532
"640","Dinwiddie","401 - DINWIDDIE","PSID:1159397623","63;75","D;D",486,NA,465,734
"641","Dinwiddie","402 - MCKENNEY","PSID:1159397619","63;75","D;D",302,NA,300,428
"642","Dinwiddie","403 - CHERRY HILL","PSID:1159397621","75","D",255,NA,270,237
"643","Dinwiddie","501 - EDGEHILL","PSID:1159401765","63","D",107,NA,166,70
"644","Dinwiddie","502 - CHESDIN","PSID:1159401763","63;75","D;D",812,NA,1162,601
"645","Emporia","# AB - Central Absentee Precinct","PSID:1159402585","","",72,NA,NA,NA
"646","Emporia","## Provisional","PSID:1159402585","","",0,NA,1,0
"647","Emporia","101 - PRECINCT 1-1","PSID:1159399405","75","D",221,NA,292,91
"648","Emporia","201 - PRECINCT 2-1","PSID:1159401167","75","D",145,NA,240,13
"649","Emporia","301 - PRECINCT 3-1","PSID:1159400193","75","D",157,NA,156,179
"650","Emporia","401 - PRECINCT 4-1","PSID:1159400179","75","D",221,NA,246,212
"651","Emporia","501 - PRECINCT 5-1","PSID:1159401837","75","D",128,NA,229,6
"652","Emporia","601 - DISTRICT 6","PSID:1159399457","75","D",255,NA,153,209
"653","Emporia","701 - DISTRICT 7","PSID:1159402127","75","D",153,NA,213,79
"654","Essex","# AB - Central Absentee Precinct","PSID:1159402413","","",150,144,305,315
"655","Essex","## Provisional","PSID:1159402413","","",1,1,1,0
"656","Essex","101 - GREATER TAPPAHANNOCK","PSID:1159399855","98","R",356,408,537,503
"657","Essex","201 - NORTH","PSID:1159400809","98","R",500,300,721,395
"658","Essex","301 - SOUTH","PSID:1159400495","98","R",334,607,457,825
"659","Essex","401 - CENTRAL","PSID:1159402137","98","R",372,510,521,619
"660","Fairfax","# AB - Central Absentee Precinct","PSID:1159402415","","",32378,6716,85744,29867
"661","Fairfax","# AB - Central Absentee Precinct","PSID:1159402415","","",713,NA,85744,29867
"662","Fairfax","## Provisional","PSID:1159402415","","",6,NA,464,190
"663","Fairfax","## Provisional","PSID:1159402415","","",278,46,464,190
"664","Fairfax","001 - ONE","PSID:1159401711","37","D",816,NA,919,478
"665","Fairfax","002 - TWO","PSID:1159399137","37","D",901,NA,797,523
"666","Fairfax","003 - THREE","PSID:1159399505","37","D",1245,NA,1180,650
"667","Fairfax","004 - FOUR","PSID:1159401707","37","D",1111,NA,962,490
"668","Fairfax","005 - FIVE","PSID:1159401709","37","D",874,NA,846,434
"669","Fairfax","006 - SIX","PSID:1159401691","37","D",844,NA,912,446
"670","Fairfax","104 - CHAPEL","PSID:1159403091","39","D",985,NA,860,545
"671","Fairfax","105 - FAIRVIEW","PSID:1159403063","41","D",1742,NA,1819,992
"672","Fairfax","106 - HERITAGE","PSID:1159403089","38","D",1031,341,1763,546
"673","Fairfax","108 - KINGS PARK","PSID:1159397457","39","D",946,NA,943,539
"674","Fairfax","109 - LITTLE RUN","PSID:1159397583","41","D",565,NA,567,306
"675","Fairfax","110 - NORTH SPRINGFIELD","PSID:1159403331","39","D",1468,NA,1738,828
"676","Fairfax","113 - CANTERBURY","PSID:1159397475","39","D",1641,NA,1601,793
"677","Fairfax","114 - OLDE CREEK","PSID:1159397447","41","D",714,NA,736,406
"678","Fairfax","115 - RAVENSWORTH","PSID:1159403279","39","D",647,NA,716,421
"679","Fairfax","116 - WAKEFIELD","PSID:1159403093","39","D",1071,NA,954,432
"680","Fairfax","117 - WOODSON","PSID:1159397477","41","D",998,NA,1026,617
"681","Fairfax","118 - LAKE BRADDOCK","PSID:1159397463","41","D",1447,NA,1726,658
"682","Fairfax","119 - LAUREL","PSID:1159403071","41","D",1506,NA,1604,842
"683","Fairfax","120 - SIDEBURN","PSID:1159403183","37","D",1305,NA,1061,823
"684","Fairfax","121 - VILLA","PSID:1159397327","37","D",730,NA,814,457
"685","Fairfax","123 - ROBINSON","PSID:1159403083","41","D",1454,NA,1599,887
"686","Fairfax","125 - SIGNAL HILL","PSID:1159403075","41","D",1182,NA,1151,642
"687","Fairfax","126 - BONNIE BRAE","PSID:1159403205","41","D",909,NA,997,450
"688","Fairfax","127 - BURKE CENTRE","PSID:1159403059","41","D",1596,NA,1802,890
"689","Fairfax","128 - CARDINAL","PSID:1159403041","42","O",760,358,942,470
"690","Fairfax","129 - KEENE MILL","PSID:1159403053","42","O",622,301,718,360
"691","Fairfax","130 - TERRA CENTRE","PSID:1159403051","41","D",904,NA,950,539
"692","Fairfax","131 - EAGLE VIEW","PSID:1159397321","37","D",1138,NA,1262,686
"693","Fairfax","132 - MONUMENT","PSID:1159397319","37","D",1303,NA,1581,665
"694","Fairfax","133 - DANBURY","PSID:1159397459","39","D",279,NA,316,132
"695","Fairfax","134 - UNIVERSITY","PSID:1159397461","37","D",1169,NA,1998,403
"696","Fairfax","201 - Armstrong","PSID:1159397589","36","D",1411,NA,1458,667
"697","Fairfax","202 - FLINT HILL","PSID:1159397479","36","D",1135,NA,1058,677
"698","Fairfax","203 - FLORIS","PSID:1159403213","86","D",1262,692,1450,836
"699","Fairfax","204 - MADISON","PSID:1159397481","35","D",302,NA,402,128
"700","Fairfax","208 - RESTON #1","PSID:1159403363","36","D",1338,NA,1441,433
"701","Fairfax","209 - RESTON #2","PSID:1159403357","36","D",1340,NA,1489,377
"702","Fairfax","213 - VIENNA #1","PSID:1159397347","35","D",1617,NA,1476,777
"703","Fairfax","214 - VIENNA #2","PSID:1159397349","35","D",1268,NA,1184,609
"704","Fairfax","216 - VIENNA #4","PSID:1159403227","35","D",647,NA,692,310
"705","Fairfax","218 - VIENNA #6","PSID:1159397345","35","D",912,NA,957,356
"706","Fairfax","219 - WESTBRIAR","PSID:1159403181","34","D",1232,611,1373,651
"707","Fairfax","220 - DOGWOOD","PSID:1159397301","36","D",1553,NA,1880,576
"708","Fairfax","221 - HUNTERS WOODS","PSID:1159403179","36","D",1233,NA,1103,499
"709","Fairfax","222 - RESTON #3","PSID:1159403353","36","D",1049,NA,1090,230
"710","Fairfax","223 - GLADE","PSID:1159403187","36","D",1656,NA,1708,561
"711","Fairfax","224 - SOUTH LAKES","PSID:1159397287","36","D",2019,NA,1984,637
"712","Fairfax","225 - HUGHES","PSID:1159403315","36","D",1503,NA,1777,458
"713","Fairfax","226 - WOLFTRAP","PSID:1159403277","34","D",1260,732,1297,742
"714","Fairfax","227 - SUNRISE VALLEY","PSID:1159403235","36","D",741,NA,700,348
"715","Fairfax","229 - FOX MILL","PSID:1159403313","86","D",1573,918,1729,1055
"716","Fairfax","233 - NORTH POINT","PSID:1159397593","36","D",1269,NA,1224,729
"717","Fairfax","234 - ALDRIN","PSID:1159397329","36","D",1185,NA,1121,513
"718","Fairfax","235 - FRYING PAN","PSID:1159403317","36","D",1122,NA,1345,468
"719","Fairfax","236 - STUART","PSID:1159403347","86","D",505,229,559,266
"720","Fairfax","237 - MCNAIR","PSID:1159397333","36","D",1101,NA,1594,495
"721","Fairfax","238 - CAMERON GLEN","PSID:1159403231","36","D",1131,NA,1147,661
"722","Fairfax","240 - COLVIN","PSID:1159403169","34","D",736,517,844,611
"723","Fairfax","301 - CHAIN BRIDGE","PSID:1159403165","34","D",965,612,941,656
"724","Fairfax","302 - CHESTERBROOK","PSID:1159403163","48","D",1024,NA,911,475
"725","Fairfax","303 - CHURCHILL","PSID:1159397313","34","D",478,289,532,276
"726","Fairfax","304 - COOPER","PSID:1159403361","34","D",575,415,638,441
"727","Fairfax","305 - EL NIDO","PSID:1159403159","48","D",888,NA,813,369
"728","Fairfax","306 - GREAT FALLS","PSID:1159397303","34","D",568,507,626,551
"729","Fairfax","307 - HAYCOCK","PSID:1159403141","48","D",1011,NA,937,396
"730","Fairfax","309 - KENMORE","PSID:1159397309","34","D",1045,685,1117,694
"731","Fairfax","310 - KIRBY","PSID:1159403155","48","D",792,NA,749,323
"732","Fairfax","311 - LANGLEY","PSID:1159397315","34","D",604,441,614,429
"733","Fairfax","312 - LONGFELLOW","PSID:1159403143","48","D",959,NA,919,440
"734","Fairfax","314 - MCLEAN","PSID:1159397311","48","D",851,NA,727,462
"735","Fairfax","315 - PIMMIT","PSID:1159403147","53","D",1024,NA,1342,648
"736","Fairfax","316 - SALONA #1","PSID:1159397449","34","D",302,194,320,203
"737","Fairfax","317 - WESTHAMPTON","PSID:1159403135","53","D",834,NA,855,415
"738","Fairfax","318 - WESTMORELAND","PSID:1159403161","48","D",573,NA,516,267
"739","Fairfax","319 - HERNDON #1","PSID:1159403343","86","D",1333,614,1622,784
"740","Fairfax","320 - HERNDON #2","PSID:1159403307","86","D",1389,472,1870,679
"741","Fairfax","321 - CLEARVIEW","PSID:1159403303","86","D",1306,704,1498,917
"742","Fairfax","322 - FORESTVILLE","PSID:1159403171","34","D",757,734,870,910
"743","Fairfax","323 - SHOUSE","PSID:1159403167","34","D",738,462,807,471
"744","Fairfax","324 - HERNDON #3","PSID:1159403349","86","D",1115,391,1539,593
"745","Fairfax","325 - HUTCHISON","PSID:1159403207","86","D",809,146,1118,289
"746","Fairfax","327 - SUGARLAND","PSID:1159403321","86","D",1147,645,1324,823
"747","Fairfax","328 - HICKORY","PSID:1159397305","34","D",894,673,988,792
"748","Fairfax","329 - SENECA","PSID:1159403209","34","D",949,755,1076,910
"749","Fairfax","331 - SPRING HILL","PSID:1159403359","34","D",676,458,676,426
"750","Fairfax","332 - COATES","PSID:1159397353","86","D",1020,263,1607,485
"751","Fairfax","333 - SALONA #2","PSID:1159397453","48","D",627,NA,562,307
"752","Fairfax","401 - BUSH HILL","PSID:1159403065","43","D",1337,NA,1324,663
"753","Fairfax","402 - CAMERON","PSID:1159403069","43","D",460,NA,506,200
"754","Fairfax","403 - FORESTDALE","PSID:1159397587","39","D",514,NA,609,222
"755","Fairfax","404 - FRANCONIA","PSID:1159397425","43","D",1324,NA,1519,518
"756","Fairfax","405 - GROVETON","PSID:1159397373","44","D",711,NA,1005,257
"757","Fairfax","406 - HAYFIELD","PSID:1159397423","44","D",903,NA,838,614
"758","Fairfax","408 - MOUNT EAGLE","PSID:1159397509","43","D",995,NA,1196,260
"759","Fairfax","409 - PIONEER","PSID:1159403189","39","D",1319,NA,1743,599
"760","Fairfax","410 - ROSE HILL","PSID:1159397359","43","D",1548,NA,1727,930
"761","Fairfax","411 - VIRGINIA HILLS","PSID:1159397369","43","D",871,NA,1014,404
"762","Fairfax","413 - FAIRFIELD","PSID:1159397383","44","D",791,NA,1259,178
"763","Fairfax","415 - CRESTWOOD","PSID:1159403039","39","D",929,NA,1113,520
"764","Fairfax","417 - GARFIELD","PSID:1159403037","39","D",1221,NA,1644,605
"765","Fairfax","418 - LYNBROOK","PSID:1159403255","39","D",713,NA,1008,332
"766","Fairfax","419 - LANE","PSID:1159403173","39;43","D;D",1330,NA,1533,468
"767","Fairfax","420 - VILLAGES","PSID:1159397363","43","D",1546,NA,1673,653
"768","Fairfax","421 - KINGSTOWNE","PSID:1159403023","43","D",1300,NA,1510,559
"769","Fairfax","422 - VAN DORN","PSID:1159397427","43","D",1367,NA,1606,542
"770","Fairfax","423 - CLERMONT","PSID:1159397365","43","D",1090,NA,1093,517
"771","Fairfax","424 - HUNTLEY","PSID:1159403217","43","D",1119,NA,1110,487
"772","Fairfax","426 - GREENSPRING","PSID:1159403025","39","D",873,NA,844,452
"773","Fairfax","427 - ISLAND CREEK","PSID:1159397351","43","D",1040,NA,1129,456
"774","Fairfax","428 - PINEWOOD","PSID:1159397367","44","D",1123,NA,1434,244
"775","Fairfax","429 - HYBLA VALLEY","PSID:1159397377","44","D",1099,NA,1744,269
"776","Fairfax","501 - BAILEYS","PSID:1159397389","38;49","D;D",1201,331,1564,396
"777","Fairfax","502 - BARCROFT","PSID:1159397395","38","D",582,211,558,238
"778","Fairfax","503 - BELVEDERE","PSID:1159403105","38","D",663,210,681,256
"779","Fairfax","504 - BRISTOW","PSID:1159403081","38","D",781,267,1293,380
"780","Fairfax","505 - GLEN FOREST","PSID:1159397375","49","D",963,293,1309,394
"781","Fairfax","506 - HOLMES #1","PSID:1159397567","38","D",174,39,346,84
"782","Fairfax","507 - LINCOLNIA","PSID:1159403271","38","D",1158,335,1402,448
"783","Fairfax","508 - MASONVILLE","PSID:1159397391","38","D",1000,399,1160,509
"784","Fairfax","509 - PLAZA","PSID:1159397521","49","D",401,74,561,102
"785","Fairfax","510 - PARKLAWN","PSID:1159403197","38","D",774,295,948,397
"786","Fairfax","511 - RAVENWOOD","PSID:1159397401","38","D",952,366,1051,382
"787","Fairfax","512 - SLEEPY HOLLOW","PSID:1159397393","38","D",563,227,599,258
"788","Fairfax","513 - SAINT ALBANS","PSID:1159403329","38","D",898,399,1019,461
"789","Fairfax","514 - CROSSROADS","PSID:1159397387","49","D",499,87,596,101
"790","Fairfax","515 - WESTLAWN","PSID:1159403111","38","D",616,176,827,288
"791","Fairfax","516 - WEYANOKE","PSID:1159403237","38;39","D;D",1096,134,1443,404
"792","Fairfax","517 - WILLSTON","PSID:1159403233","49","D",558,170,935,235
"793","Fairfax","518 - COLUMBIA","PSID:1159403099","38","D",836,364,1219,500
"794","Fairfax","519 - HUMMER","PSID:1159403127","38","D",561,282,761,374
"795","Fairfax","520 - SKYLINE","PSID:1159397533","49","D",818,180,1184,235
"796","Fairfax","521 - BROOK HILL","PSID:1159403087","38","D",668,328,934,458
"797","Fairfax","522 - CAMELOT","PSID:1159403185","39;53","D;D",569,NA,538,354
"798","Fairfax","523 - POE","PSID:1159403221","38","D",859,374,1066,461
"799","Fairfax","525 - WALNUT HILL","PSID:1159397385","53","D",1030,NA,1494,599
"800","Fairfax","526 - BREN MAR","PSID:1159403079","39","D",1302,NA,1652,417
"801","Fairfax","527 - EDSALL","PSID:1159403239","39","D",768,NA,932,381
"802","Fairfax","528 - RIDGELEA","PSID:1159403101","39","D",552,NA,471,281
"803","Fairfax","530 - HOLMES #2","PSID:1159397399","38","D",676,143,911,204
"804","Fairfax","601 - BELLE HAVEN","PSID:1159397441","44","D",759,NA,816,471
"805","Fairfax","602 - BELLEVIEW","PSID:1159397555","45","D",902,NA,940,405
"806","Fairfax","604 - BUCKNELL","PSID:1159403325","44","D",1267,NA,1592,391
"807","Fairfax","605 - FORT HUNT","PSID:1159397545","44","D",933,NA,839,532
"808","Fairfax","606 - HOLLIN HALL","PSID:1159397575","44","D",1096,NA,968,533
"809","Fairfax","607 - HUNTINGTON","PSID:1159397561","43","D",1480,NA,1717,488
"810","Fairfax","608 - KIRKSIDE","PSID:1159403273","44","D",906,NA,872,262
"811","Fairfax","609 - MARLAN","PSID:1159403333","44","D",832,NA,825,464
"812","Fairfax","610 - SHERWOOD","PSID:1159397579","44","D",775,NA,868,299
"813","Fairfax","611 - STRATFORD","PSID:1159397549","44","D",1146,NA,972,614
"814","Fairfax","612 - WAYNEWOOD","PSID:1159403191","44","D",545,NA,531,303
"815","Fairfax","613 - WESTGATE","PSID:1159397539","42","O",925,974,1096,1038
"816","Fairfax","614 - RIVERSIDE","PSID:1159397553","44","D",813,NA,720,516
"817","Fairfax","615 - WOODLEY","PSID:1159403257","44","D",986,NA,1068,586
"818","Fairfax","616 - GUNSTON","PSID:1159397543","42","O",664,558,806,735
"819","Fairfax","617 - LORTON","PSID:1159397355","42;43","O;D",806,0,1106,269
"820","Fairfax","618 - NEWINGTON","PSID:1159397339","42","O",1639,774,2085,984
"821","Fairfax","619 - BELVOIR","PSID:1159397585","43","D",1218,NA,894,463
"822","Fairfax","621 - GROSVENOR","PSID:1159397557","45","D",813,NA,1056,293
"823","Fairfax","622 - LORTON STATION","PSID:1159403293","43","D",1250,NA,1616,451
"824","Fairfax","623 - ALBAN","PSID:1159403019","39","D",1097,NA,1308,511
"825","Fairfax","626 - SARATOGA","PSID:1159403021","39","D",1295,NA,1461,739
"826","Fairfax","627 - WOODLAWN","PSID:1159397473","44","D",1322,NA,1831,561
"827","Fairfax","628 - LAUREL HILL","PSID:1159397357","42","O",1351,393,1741,630
"828","Fairfax","629 - SOUTH COUNTY","PSID:1159397341","42","O",880,600,1063,736
"829","Fairfax","630- ARMY","","","",283,NA,NA,NA
"830","Fairfax","701 - BLAKE","PSID:1159403339","35","D",1617,NA,1848,697
"831","Fairfax","703 - FORT BUFFALO","PSID:1159397563","53","D",658,NA,972,260
"832","Fairfax","704 - FREEDOM HILL","PSID:1159403285","35","D",871,NA,904,423
"833","Fairfax","705 - GRAHAM - GREENWAY","PSID:1159403113","53","D",1271,NA,1713,546
"834","Fairfax","707 - MANTUA","PSID:1159403223","41","D",900,NA,884,431
"835","Fairfax","708 - MARSHALL","PSID:1159403149","53","D",1676,NA,2171,625
"836","Fairfax","709 - MOSBY","PSID:1159397565","37","D",1161,NA,1387,470
"837","Fairfax","710 - PINE SPRING","PSID:1159403177","53","D",782,NA,1057,351
"838","Fairfax","711 - PRICE","PSID:1159403261","41","D",832,NA,813,411
"839","Fairfax","712 - SHREVE","PSID:1159403311","53","D",569,NA,646,251
"840","Fairfax","713 - TIMBER LANE","PSID:1159403269","53","D",1095,NA,1426,445
"841","Fairfax","714 - WALKER","PSID:1159403095","53","D",1029,NA,1365,596
"842","Fairfax","717 - WOODBURN","PSID:1159397571","53","D",666,NA,863,297
"843","Fairfax","718 - PINE RIDGE","PSID:1159397569","53","D",731,NA,1024,418
"844","Fairfax","720 - THOREAU","PSID:1159403129","35","D",1243,NA,1189,531
"845","Fairfax","721 - MERRIFIELD","PSID:1159403281","53","D",1151,NA,2586,712
"846","Fairfax","723 - GALLOWS EAST","","","",533,NA,NA,NA
"847","Fairfax","726 - MAGARITY","PSID:1159403137","35","D",1274,NA,1469,533
"848","Fairfax","727 - OAKTON","PSID:1159403323","35","D",918,NA,861,593
"849","Fairfax","729 - NOTTOWAY","PSID:1159397331","35","D",1378,NA,1312,523
"850","Fairfax","730 - PENDERBROOK","PSID:1159403133","35","D",1204,NA,1468,710
"851","Fairfax","731 - TYSONS","PSID:1159397471","35","D",824,NA,1058,398
"852","Fairfax","732 - OAK MARR","PSID:1159403335","35","D",1271,NA,1210,819
"853","Fairfax","733 - KILMER","PSID:1159403245","35","D",1574,NA,1682,606
"854","Fairfax","734 - HUNTERS BRANCH","PSID:1159397455","35","D",801,NA,905,260
"855","Fairfax","735 - ROTONDA","","","",464,NA,545,226
"856","Fairfax","801 - BURKE","PSID:1159403043","41","D",1688,NA,1916,833
"857","Fairfax","802 - CEDAR LAKE","PSID:1159403251","35","D",406,NA,527,238
"858","Fairfax","803 - CLIFTON","PSID:1159397445","40","R",836,1341,1081,1425
"859","Fairfax","804 - COLCHESTER","PSID:1159397413","40","R",451,543,605,538
"860","Fairfax","805 - FAIRFAX STATION","PSID:1159397419","40","R",388,489,506,443
"861","Fairfax","806 - SYDENSTRICKER","PSID:1159397437","42","O",1098,631,1187,741
"862","Fairfax","807 - HUNT VALLEY","PSID:1159397439","42","O",694,462,802,485
"863","Fairfax","811 - POHICK","PSID:1159397443","41","D",800,NA,864,342
"864","Fairfax","812 - VALLEY","PSID:1159403035","42","O",968,502,1082,608
"865","Fairfax","815 - WOODYARD","PSID:1159397421","40","R",621,807,812,854
"866","Fairfax","824 - ORANGE","PSID:1159403259","42","O",1337,779,1421,944
"867","Fairfax","825 - CHERRY RUN","PSID:1159403033","41","D",1070,NA,1028,700
"868","Fairfax","827 - IRVING","PSID:1159403055","42","O",955,515,953,587
"869","Fairfax","833 - WHITE OAKS","PSID:1159403057","41","D",1037,NA,1274,574
"870","Fairfax","838 - SANGSTER","PSID:1159403203","42","O",659,547,736,540
"871","Fairfax","839 - SILVERBROOK","PSID:1159397435","42","O",1001,801,1126,909
"872","Fairfax","840 - WEST SPRINGFIELD","PSID:1159403027","42","O",1013,543,1134,628
"873","Fairfax","841 - POPES HEAD","PSID:1159397417","40","R",403,495,464,484
"874","Fairfax","842 - PARKWAY","PSID:1159403029","41","D",826,NA,797,609
"875","Fairfax","843 - FAIR LAKES","PSID:1159397317","67","R",1028,528,1309,618
"876","Fairfax","844 - CENTERPOINTE","PSID:1159397429","35","D",898,NA,1238,436
"877","Fairfax","845 - FOUNTAINHEAD","PSID:1159403201","42","O",999,1031,1136,1163
"878","Fairfax","846 - GREENBRIAR EAST","PSID:1159403117","67","R",1083,498,1395,661
"879","Fairfax","847 - GREENBRIAR WEST","PSID:1159403123","67","R",685,470,874,545
"880","Fairfax","848 - FAIR OAKS","PSID:1159397407","37","D",1019,NA,1350,615
"881","Fairfax","849 - NEWGATE","PSID:1159397337","40","R",1185,1363,NA,NA
"882","Fairfax","850 - SOUTH RUN","PSID:1159397431","42","O",835,684,923,786
"883","Fairfax","851 - WILLOW SPRINGS","PSID:1159397411","40","R",677,630,905,676
"884","Fairfax","901 - CENTRE RIDGE","PSID:1159403215","40","R",914,422,1379,578
"885","Fairfax","902 - BROOKFIELD","PSID:1159403327","67","R",1205,586,1736,732
"886","Fairfax","903 - CUB RUN","PSID:1159403115","67","R",1070,803,1324,890
"887","Fairfax","904 - STONECROFT","PSID:1159403131","67","R",376,343,529,448
"888","Fairfax","905 - FRANKLIN","PSID:1159397527","67","R",303,222,391,198
"889","Fairfax","908 - HIDDEN MEADOW","PSID:1159397517","67","R",660,590,820,580
"890","Fairfax","909 - OAK HILL","PSID:1159397519","86","D",790,400,898,480
"891","Fairfax","910 - LONDON TOWNE","PSID:1159403267","37","D",1307,NA,1644,630
"892","Fairfax","911 - NAVY","PSID:1159403275","67","R",999,734,1251,724
"893","Fairfax","913 - ROCKY RUN","PSID:1159403119","67","R",1115,940,1440,1047
"894","Fairfax","914 - VALE","PSID:1159397503","67","R",695,585,765,548
"895","Fairfax","915 - VIRGINIA RUN","PSID:1159403125","40","R",562,842,781,856
"896","Fairfax","916 - WAPLES MILL","PSID:1159397507","67","R",1238,1086,1416,1064
"897","Fairfax","917 - STONE NORTH","PSID:1159397497","67","R",598,368,758,391
"898","Fairfax","918 - CENTREVILLE","PSID:1159403145","40","R",1316,593,1821,801
"899","Fairfax","919 - GREEN TRAILS","PSID:1159397511","40","R",1207,615,1636,814
"900","Fairfax","920 - CHANTILLY","PSID:1159397535","67","R",790,557,1132,627
"901","Fairfax","921 - DEER PARK","PSID:1159397573","40","R",830,830,1052,881
"902","Fairfax","923 - BULL RUN","PSID:1159403107","40","R",437,719,603,670
"903","Fairfax","924 - SPINDLE","PSID:1159397499","40","R",613,226,886,330
"904","Fairfax","925 - OLD MILL","PSID:1159403249","40","R",495,354,722,446
"905","Fairfax","926 - POWELL","PSID:1159397581","37","D",1418,NA,1914,820
"906","Fairfax","927 - ARMFIELD","PSID:1159397529","86","D",574,289,786,427
"907","Fairfax","928 - POPLAR TREE","PSID:1159403109","67","R",831,654,1033,662
"908","Fairfax","929 - DIFFICULT RUN","PSID:1159397501","36","D",230,NA,211,203
"909","Fairfax","930 - LEES CORNER","PSID:1159397531","67","R",654,512,819,480
"910","Fairfax","931 - CARSON","PSID:1159397537","86","D",812,365,893,447
"911","Fairfax","932 - STONE SOUTH","PSID:1159403263","37","D",544,NA,731,300
"912","Fairfax","933 - COMPTON","PSID:1159397483","40","R",209,143,302,165
"913","Falls Church","# AB - Central Absentee Precinct","PSID:1159402589","","",1020,NA,2189,293
"914","Falls Church","## Provisional","PSID:1159402589","","",10,NA,9,1
"915","Falls Church","001 - FIRST WARD","PSID:1159401943","53","D",1182,NA,1259,365
"916","Falls Church","002 - SECOND WARD","PSID:1159402193","53","D",911,NA,1044,275
"917","Falls Church","003 - THIRD WARD","PSID:1159401973","53","D",1294,NA,1318,390
"918","Fauquier","# AB - Central Absentee Precinct","PSID:1159402417","","",693,967,1996,2367
"919","Fauquier","## Provisional","PSID:1159402417","","",13,6,11,17
"920","Fauquier","101 - KETTLE RUN","PSID:1159400379","31","R",156,458,200,626
"921","Fauquier","102 - CATLETT","PSID:1159400323","31","R",311,960,475,1476
"922","Fauquier","103 - CASANOVA","PSID:1159400377","31","R",230,366,323,554
"923","Fauquier","104 - LOIS","PSID:1159400401","88","R",159,399,242,633
"924","Fauquier","105 - OPAL","PSID:1159400381","18","R",132,402,237,624
"925","Fauquier","106 - BALDWIN RIDGE","PSID:1159400395","18","R",252,480,386,634
"926","Fauquier","201 - COURTHOUSE","PSID:1159399239","18","R",611,782,917,1115
"927","Fauquier","202 - AIRLIE","PSID:1159400693","18","R",477,727,615,1073
"928","Fauquier","203 - WARRENTON","PSID:1159400603","18","R",568,697,853,985
"929","Fauquier","301 - MORRISVILLE","PSID:1159401019","88","R",185,580,342,1057
"930","Fauquier","302 - REMINGTON","PSID:1159401021","88","R",362,739,604,1234
"931","Fauquier","303 - BEALETON","PSID:1159400867","18","R",488,779,828,1401
"932","Fauquier","401 - MARSHALL","PSID:1159402017","18","R",415,772,694,1116
"933","Fauquier","402 - LEEDS","PSID:1159402015","18","R",497,704,690,885
"934","Fauquier","403 - WATERLOO","PSID:1159402013","18","R",469,984,636,1239
"935","Fauquier","404 - SPRINGS VALLEY","PSID:1159402011","18","R",210,436,322,584
